sex,education,marriage,limit_bal,age,pay_0,bill_amt1,pay_amt1,utilization,utilization_avg,utilization_max,utilization_trend,payment_ratio,payment_ratio_avg,payment_to_limit,delinquent_months,max_delinquency,consecutive_late,revolving_months,over_limit,balance_growth,zero_payment_months,default,limit_bal_raw,bill_amt1_raw
Male,Graduate school,Married,500000.0,57.0,-1,4560.0,600.0,0.00912,0.03201766666666667,0.103394,0.00575,1.0,1.0246316324693665,0.0012,0,-1,0,0,0,2.706231454005935,1,0,500000.0,4560.0
Female,University,Single,120000.0,24.0,0,34670.0,2033.0,0.28891666666666665,0.19205555555555553,0.2967166666666667,0.263025,0.057097118463180364,0.5171767607508296,0.016941666666666667,0,0,0,5,0,10.0,2,1,120000.0,34670.0
Female,University,Married,80000.0,35.0,-1,7961.0,20004.0,0.0995125,0.09695,0.191125,-0.007675000000000001,1.3083060824068018,1.4069907979542198,0.25005,0,0,0,1,0,0.9283965014577259,2,0,80000.0,7961.0
Female,High school,Married,100000.0,39.0,0,39667.0,1649.0,0.39667,0.41466166666666665,0.42929,-0.03261999999999998,0.04051198899371069,0.047215567306929045,0.01649,0,0,0,6,0,0.9240140697430641,0,0,100000.0,39667.0
Male,Graduate school,Married,20000.0,53.0,0,13605.0,1249.0,0.68025,0.7747083333333333,0.85055,-0.1703,0.08537835805591633,0.0619660704633204,0.06245,0,0,0,6,0,0.7997766151313855,0,0,20000.0,13605.0
Female,University,Married,200000.0,33.0,0,23762.0,4000.0,0.11881,0.11486333333333332,0.13494,0.04994,0.1541782300339192,0.09575538347703814,0.02,0,0,0,6,0,1.7251343110207638,0,0,200000.0,23762.0
Male,Graduate school,Married,80000.0,39.0,0,61708.0,5000.0,0.77135,0.65345625,0.8604375,0.2715375,0.07682851874615858,0.057310098266625926,0.0625,1,2,0,5,0,1.5432787295235713,0,0,80000.0,61708.0
Male,Graduate school,Single,80000.0,33.0,0,75985.0,12036.0,0.9498125,0.9243104166666666,0.998975,0.026712499999999917,0.1506043694787157,0.09551441741369372,0.15045,1,2,0,5,0,1.0289378182212112,1,0,80000.0,75985.0
Male,Graduate school,Single,150000.0,26.0,0,29712.0,3200.0,0.19808,0.19987555555555556,0.22416,-0.0004933333333333179,0.11410233553218042,0.13824797511496337,0.021333333333333333,1,2,0,5,0,0.997515611361042,1,0,150000.0,29712.0
Male,University,Married,50000.0,50.0,0,47721.0,2037.0,0.95442,0.6773700000000001,1.0056,0.5711200000000001,0.041577368195456495,0.05171360316349884,0.04074,0,0,0,6,0,2.490007826767545,0,0,50000.0,47721.0
Female,Graduate school,Single,370000.0,28.0,-1,577.0,63895.0,0.0015594594594594594,0.015375675675675675,0.0753918918918919,0.0015594594594594594,2.2905538626994084,2.221099195096185,0.17268918918918919,0,-1,0,0,0,10.0,2,0,370000.0,577.0
Female,University,Single,130000.0,25.0,0,107594.0,4023.0,0.8276461538461538,0.9206128205128205,1.0023461538461538,-0.17469999999999997,0.036607337846691415,0.047948797549639766,0.030946153846153845,2,3,0,4,0,0.8257089137024672,2,1,130000.0,107594.0
Female,Graduate school,Married,450000.0,41.0,-1,2663.0,2146.0,0.005917777777777778,0.005183333333333334,0.007213333333333334,0.0021533333333333335,0.6821360457724094,0.8359063949610239,0.0047688888888888885,1,2,0,2,0,1.5720188902007084,1,0,450000.0,2663.0
Female,University,Married,200000.0,44.0,-1,500.0,0.0,0.0025,0.10997250000000001,0.309035,-0.229165,0.0,1.4922715351165692,0.0,1,2,0,2,0,0.010791444542766494,1,0,200000.0,500.0
Male,Graduate school,Single,130000.0,30.0,0,90864.0,16000.0,0.6989538461538461,0.5216987179487179,0.8032153846153847,0.41641538461538463,0.15323028596602117,0.05168940451212054,0.12307692307692308,1,2,0,5,0,2.4738361012796077,1,0,130000.0,90864.0
Female,Other,Single,230000.0,23.0,0,55197.0,2712.0,0.23998695652173913,0.3261579710144928,0.5988434782608696,0.17599565217391305,0.05060362360756069,1.1498755256417208,0.011791304347826086,0,0,0,6,0,3.7503057480635955,0,0,230000.0,55197.0
Female,Graduate school,Single,90000.0,29.0,0,9124.0,10000.0,0.10137777777777777,0.17405000000000004,0.30941111111111114,-0.1930777777777778,0.9784735812133072,1.3405003995739593,0.1111111111111111,0,0,0,6,0,0.34428889475868835,0,0,90000.0,9124.0
Male,High school,Married,30000.0,53.0,-1,263.0,14849.0,0.008766666666666667,0.33442222222222223,0.6568333333333334,-0.3157666666666667,1.0010786759253016,1.8542330406178351,0.49496666666666667,0,-1,0,0,0,0.027013147082990963,0,0,30000.0,263.0
Male,University,Married,180000.0,43.0,-1,4425.0,1200.0,0.024583333333333332,0.027837962962962964,0.040905555555555556,0.009888888888888888,0.21637216011539848,0.20947358039710504,0.006666666666666667,0,0,0,5,0,1.6729678638941399,0,1,180000.0,4425.0
Male,Graduate school,Single,140000.0,32.0,-1,9556.0,3000.0,0.06825714285714286,0.04896428571428572,0.06825714285714286,0.006321428571428575,0.46627292508548335,0.6179389145915136,0.02142857142857143,3,2,0,0,0,1.1020643524391651,2,0,140000.0,9556.0
Male,Graduate school,Married,380000.0,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,6,0,380000.0,0.0
Female,University,Married,30000.0,56.0,2,26008.0,1800.0,0.8669333333333333,0.9317388888888889,0.9765666666666667,-0.10389999999999999,0.06644273005795283,0.05531311905535971,0.06,6,3,6,0,0,0.8929785407725321,1,1,30000.0,26008.0
Female,High school,Married,80000.0,46.0,2,77490.0,5000.0,0.968625,1.0022479166666667,1.017975,-0.04336250000000008,0.062341030372549996,0.06127386987739341,0.0625,2,2,1,4,0,0.9571511505823935,1,1,80000.0,77490.0
Female,High school,Married,60000.0,47.0,0,59098.0,1392.0,0.9849666666666667,0.33771944444444446,0.9849666666666667,0.9476166666666667,0.06025974025974026,0.8556687917965612,0.0232,0,0,0,6,0,10.0,0,1,60000.0,59098.0
Female,Graduate school,Single,290000.0,32.0,-2,0.0,5743.0,0.0,0.018437931034482758,0.03547931034482758,-0.03547931034482758,1.0,2.0078488907009864,0.01980344827586207,0,0,0,1,0,0.0,1,0,290000.0,0.0
Female,University,Married,160000.0,26.0,-1,1319.0,3941.0,0.00824375,0.0072208333333333334,0.0245875,0.00824375,1.001779359430605,1.7789481429606193,0.02463125,0,-1,0,0,0,10.0,1,1,160000.0,1319.0
Male,Graduate school,Single,20000.0,28.0,0,7032.0,12500.0,0.3516,0.6259,0.80805,-0.2734,0.8775624824487503,0.4960724343244118,0.625,0,0,0,6,0,0.56256,0,0,20000.0,7032.0
Female,High school,Married,80000.0,65.0,0,80260.0,3750.0,1.00325,1.0152395833333332,1.02645,-0.01683750000000006,0.04566710507087535,0.04126970831025657,0.046875,0,0,0,6,1,0.9834940630093006,0,0,80000.0,80260.0
Female,Graduate school,Married,360000.0,34.0,-2,4259.0,1376.0,0.011830555555555556,0.01720092592592593,0.041661111111111114,0.009944444444444445,1.0014556040756915,1.8314512128059182,0.003822222222222222,0,0,0,2,0,6.272459499263623,1,0,360000.0,4259.0
Female,Graduate school,Single,30000.0,44.0,1,39347.0,1200.0,1.3115666666666668,0.8810944444444444,1.3115666666666668,0.7270000000000001,0.03458013947322921,0.13132466057354733,0.04,2,2,2,3,1,2.243656269601414,0,0,30000.0,39347.0
Female,University,Married,140000.0,37.0,-1,330.0,330.0,0.002357142857142857,0.003091666666666666,0.006764285714285714,-0.004407142857142857,1.0,1.565400040532036,0.002357142857142857,0,-1,0,0,0,0.3484688489968321,0,0,140000.0,330.0
Male,Graduate school,Single,150000.0,33.0,0,78038.0,5000.0,0.5202533333333333,0.31551444444444443,0.5202533333333333,0.3623733333333333,0.07914397872609852,0.14724639387915464,0.03333333333333333,0,0,0,6,0,3.295245334008952,0,0,150000.0,78038.0
Male,Graduate school,Married,130000.0,45.0,0,58180.0,2886.0,0.44753846153846155,0.474074358974359,0.5007615384615385,-0.05322307692307693,0.0488044103223188,0.04059843373416985,0.0222,0,0,0,6,0,0.8937157252799582,0,0,130000.0,58180.0
Male,Graduate school,Married,410000.0,34.0,-1,109256.0,15000.0,0.2664780487804878,0.061149186991869914,0.2664780487804878,0.25338048780487804,0.9911457645037663,1.0250665052228036,0.036585365853658534,0,0,0,4,0,10.0,0,1,410000.0,109256.0
Female,Graduate school,Single,70000.0,28.0,0,48910.0,2050.0,0.6987142857142857,0.723707142857143,0.7678142857142857,0.01735714285714285,0.04086025791792071,0.03860716609762497,0.029285714285714286,0,0,0,6,0,1.0254743683824301,0,1,70000.0,48910.0
Female,Graduate school,Single,30000.0,24.0,0,27181.0,2000.0,0.9060333333333334,0.9253499999999999,0.9574333333333334,-0.029266666666666663,0.07449067004357704,0.04527636929915038,0.06666666666666667,0,0,0,6,0,0.9687087921878899,0,0,30000.0,27181.0
Female,University,Married,50000.0,37.0,-1,7465.0,2790.0,0.1493,0.046543333333333346,0.1493,0.10117999999999999,1.0,1.1059632107740278,0.0558,0,-1,0,0,0,3.1026600166251037,0,0,50000.0,7465.0
Male,University,Married,180000.0,45.0,0,119109.0,6000.0,0.6617166666666666,0.6582648148148148,0.6791333333333334,0.054994444444444346,0.05034993202759176,0.04067991926169252,0.03333333333333333,0,0,0,6,0,1.0906418826114825,0,0,180000.0,119109.0
Female,University,Single,30000.0,36.0,-1,390.0,390.0,0.013,0.015166666666666667,0.026,-0.013,1.0,1.3333333333333333,0.013,0,0,0,2,0,0.5,3,0,30000.0,390.0
Male,Graduate school,Single,20000.0,38.0,0,16787.0,1700.0,0.83935,0.944025,1.008,-0.16864999999999997,0.0949084412684234,0.06042554442643594,0.085,1,2,0,5,0,0.832688492063492,1,0,20000.0,16787.0
Male,University,Single,30000.0,24.0,0,12800.0,0.0,0.4266666666666667,0.05472222222222223,0.4266666666666667,0.5266666666666667,0.0,1.4111111111111112,0.0,0,0,0,2,0,4.266666666666667,4,0,30000.0,12800.0
Female,University,Single,20000.0,53.0,0,8847.0,1500.0,0.44235,0.5416083333333334,0.60955,-0.16720000000000002,0.14702999411880024,0.07959583624459343,0.075,0,0,0,6,0,0.7256992863587892,1,0,20000.0,8847.0
Male,Graduate school,Single,280000.0,27.0,-1,6564.0,1334.0,0.023442857142857144,0.05039285714285715,0.12554285714285715,-0.10210000000000001,1.0007501875468867,1.7082542015325541,0.004764285714285714,0,0,0,3,0,0.18673190714610832,0,0,280000.0,6564.0
Female,University,Married,50000.0,28.0,0,14262.0,2000.0,0.28524,0.38418,0.4939,-0.20866,0.12481278082875687,0.12518840502025394,0.04,0,0,0,6,0,0.577525814942296,0,1,50000.0,14262.0
Male,Graduate school,Married,360000.0,34.0,1,-130.0,0.0,-0.0003611111111111111,0.011437037037037037,0.07116388888888889,0.0007361111111111112,0.0,0.8333333333333334,0.0,1,1,1,0,0,0.0,5,1,360000.0,-130.0
Female,High school,Married,190000.0,41.0,2,185738.0,7762.0,0.9775684210526315,0.6646912280701754,0.9882315789473685,0.4827947368421052,0.041339127841332736,0.03231590305233831,0.04085263157894737,2,2,1,4,0,1.9757890369866073,1,1,190000.0,185738.0
Female,Graduate school,Married,180000.0,36.0,-2,2846.0,2092.0,0.015811111111111113,0.018073148148148147,0.03237222222222222,0.009600000000000001,1.0,1.110562649394854,0.011622222222222223,0,-2,0,0,0,2.54561717352415,0,0,180000.0,2846.0
Female,Graduate school,Single,60000.0,24.0,0,48890.0,2000.0,0.8148333333333333,0.6507694444444444,0.8148333333333333,0.20446666666666669,0.0458179652241644,0.04239429736507727,0.03333333333333333,0,0,0,6,0,1.3349898967833542,0,0,60000.0,48890.0
Female,University,Married,320000.0,47.0,-1,10159.0,38075.0,0.031746875,0.08140208333333333,0.122625,-0.046753125,1.0083955717993538,1.4280912040283578,0.118984375,2,2,0,0,0,0.4044187898089172,2,0,320000.0,10159.0
Male,High school,Single,10000.0,33.0,-1,1655.0,1473.0,0.1655,0.07663333333333332,0.1655,0.15050000000000002,1.0,1.469531526331263,0.1473,0,-1,0,0,0,10.0,0,1,10000.0,1655.0
Female,University,Married,200000.0,52.0,-1,316.0,632.0,0.00158,0.0026200000000000004,0.00391,0.0,1.0,1.1464626026525084,0.00316,2,2,0,0,0,1.0,2,1,200000.0,316.0
Male,University,Single,50000.0,24.0,0,9923.0,1200.0,0.19846,0.11947,0.19846,0.08476,0.2358490566037736,0.5635588764311752,0.024,0,0,0,6,0,1.7454705364995602,0,0,50000.0,9923.0
Female,Graduate school,Single,180000.0,25.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,0,0.0,6,0,180000.0,0.0
Male,University,Single,20000.0,24.0,2,15586.0,1609.0,0.7793,0.8990999999999999,1.0324,-0.17869999999999997,0.09664244098744669,0.07053065848670691,0.08045,6,4,6,0,0,0.8134655532359082,4,1,20000.0,15586.0
Female,University,Married,300000.0,28.0,2,296665.0,11500.0,0.9888833333333333,0.8591616666666666,1.00287,0.30007666666666666,0.03822363151089706,0.03149269084370837,0.03833333333333333,1,2,1,5,0,1.4356471578865864,0,0,300000.0,296665.0
Female,Graduate school,Single,90000.0,28.0,-1,350.0,0.0,0.0038888888888888888,0.0006481481481481481,0.0038888888888888888,0.0038888888888888888,0.0,0.0,0.0,0,-1,0,0,0,10.0,6,1,90000.0,350.0
Female,University,Single,160000.0,23.0,-1,116212.0,0.0,0.726325,0.3786125,0.726325,0.69965625,0.0,0.927490317662635,0.0,1,2,0,3,0,10.0,1,1,160000.0,116212.0
Male,University,Single,20000.0,39.0,0,14154.0,1258.0,0.7077,0.800725,0.85965,-0.15195000000000003,0.08287765992489624,0.05327409438843498,0.0629,0,0,0,6,0,0.8232420170999826,0,0,20000.0,14154.0
Female,University,Single,150000.0,28.0,-1,8200.0,2500.0,0.05466666666666667,0.04267666666666667,0.07652,0.043660000000000004,1.0,1.7808837233179673,0.016666666666666666,0,-1,0,0,0,4.966686856450636,0,0,150000.0,8200.0
Male,High school,Single,50000.0,26.0,1,48560.0,4570.0,0.9712,0.69848,1.04094,0.57884,0.08780525294445406,0.05311081805978043,0.0914,4,3,4,2,0,2.475277806096442,2,0,50000.0,48560.0
Male,High school,Other,60000.0,43.0,0,70367.0,2415.0,1.1727833333333333,1.0241027777777778,1.1727833333333333,0.2931499999999999,0.03623025338674108,0.03893317464158047,0.04025,0,0,0,6,1,1.3332638599416424,0,0,60000.0,70367.0
Female,Graduate school,Married,210000.0,54.0,0,16355.0,3000.0,0.07788095238095238,0.06006587301587302,0.08608095238095238,0.06823333333333334,0.16608536787908984,0.21076203344624692,0.014285714285714285,0,0,0,5,0,8.072556762092793,0,0,210000.0,16355.0
Male,University,Single,150000.0,27.0,0,134492.0,6000.0,0.8966133333333334,0.6752844444444444,0.9207133333333334,0.23518666666666665,0.04344457558270037,0.1947729576763586,0.04,0,0,0,6,0,1.3555748180700304,0,0,150000.0,134492.0
Female,University,Single,60000.0,24.0,0,58143.0,3044.0,0.96905,0.5977472222222222,1.0036833333333333,0.7150333333333333,0.05054715132594942,0.09455906244245421,0.05073333333333333,0,0,0,6,0,3.814907158322945,0,1,60000.0,58143.0
Female,University,Married,210000.0,35.0,0,25806.0,1035.0,0.12288571428571429,0.02773253968253968,0.12288571428571429,0.12145714285714286,0.1765910254222829,1.037938497666458,0.004928571428571429,0,0,0,3,0,10.0,1,0,210000.0,25806.0
Male,University,Single,210000.0,28.0,-2,198724.0,4500.0,0.9463047619047619,0.31684444444444443,0.9547619047619048,0.9463047619047619,0.022443890274314215,0.003774078621605845,0.02142857142857143,0,-2,0,0,0,10.0,5,0,210000.0,198724.0
Female,High school,Married,360000.0,31.0,-1,28835.0,14596.0,0.08009722222222222,0.03214120370370371,0.08009722222222222,0.06487777777777778,1.0,0.8415389079460844,0.040544444444444445,0,-1,0,0,0,5.26282168278883,0,0,360000.0,28835.0
Male,Graduate school,Single,10000.0,25.0,0,6005.0,3000.0,0.6005,0.8394666666666667,0.9389,-0.21299999999999997,0.3374198627825891,0.11793423546109812,0.3,3,3,0,3,0,0.7381684081130916,2,0,10000.0,6005.0
Female,Graduate school,Single,140000.0,32.0,0,142043.0,7000.0,1.014592857142857,0.8242464285714286,1.014592857142857,0.04215714285714278,5.0,0.029295423697705634,0.05,2,2,0,4,1,1.043352112882967,2,0,140000.0,142043.0
Female,Graduate school,Single,100000.0,33.0,1,55066.0,0.0,0.55066,0.55715,0.58108,-0.030420000000000003,0.0,0.030741503607014786,0.0,2,2,2,4,0,0.9476492049287534,1,0,100000.0,55066.0
Male,University,Single,50000.0,23.0,-1,836.0,836.0,0.01672,0.01666,0.03232,0.005919999999999998,1.0,0.8399753268174321,0.01672,0,0,0,2,0,1.548148148148148,2,1,50000.0,836.0
Female,High school,Single,360000.0,42.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,0,0.0,6,1,360000.0,0.0
Male,University,Married,360000.0,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,6,0,360000.0,0.0
Female,University,Single,30000.0,27.0,0,11228.0,1104.0,0.3742666666666667,0.15934444444444443,0.3938,0.3742666666666667,0.09344845099035043,0.03613818083231143,0.0368,0,0,0,5,0,10.0,4,0,30000.0,11228.0
Male,University,Single,20000.0,36.0,2,10360.0,3467.0,0.518,0.6849583333333333,0.82525,-0.30725,0.2599730053989202,0.12272079933974116,0.17335,3,2,3,3,0,0.6276885792184187,0,0,20000.0,10360.0
Female,Graduate school,Married,260000.0,42.0,0,8606.0,3856.0,0.0331,0.04238076923076923,0.06447692307692307,-0.03137692307692307,1.0,1.1986573966888294,0.01483076923076923,0,0,0,2,0,0.5133619661178717,1,0,260000.0,8606.0
Female,Graduate school,Single,100000.0,38.0,2,37160.0,3500.0,0.3716,0.40378166666666665,0.42697,-0.05537000000000003,0.0880503144654088,0.04819490405458738,0.035,6,2,6,0,0,0.8703187577581563,0,1,100000.0,37160.0
Female,University,Single,340000.0,39.0,-2,56412.0,10034.0,0.16591764705882353,0.29149362745098034,0.5086029411764705,-0.11417058823529411,0.21817786475320722,0.42975590997811836,0.029511764705882352,0,0,0,2,0,0.5923763519899191,0,0,340000.0,56412.0
Female,Graduate school,Single,50000.0,31.0,1,1129.0,0.0,0.02258,0.16149,0.66332,-0.64074,0.0,1.4581533953772023,0.0,4,2,2,2,0,0.0340408852439245,3,1,50000.0,1129.0
Female,University,Married,180000.0,32.0,0,8135.0,5000.0,0.04519444444444445,0.03559814814814815,0.09992777777777778,0.04574444444444445,0.39616512162269235,1.1338539191395576,0.027777777777777776,0,0,0,4,0,10.0,3,0,180000.0,8135.0
Female,Graduate school,Single,360000.0,33.0,-1,1616.0,3700.0,0.004488888888888889,0.007743981481481483,0.018227777777777777,0.002547222222222222,1.0,1.787900531365878,0.010277777777777778,0,0,0,2,0,2.311874105865522,2,0,360000.0,1616.0
Female,University,Married,60000.0,35.0,0,27892.0,2000.0,0.46486666666666665,0.5387888888888889,0.5955333333333334,-0.11860000000000004,0.06793939805693322,0.062405094735023176,0.03333333333333333,1,2,0,5,0,0.7967321755027422,1,0,60000.0,27892.0
Female,High school,Married,20000.0,28.0,1,18710.0,1400.0,0.9355,0.7182916666666667,0.9566,0.872,0.07317583106836713,0.8815001508758059,0.07,3,2,3,2,0,10.0,0,0,20000.0,18710.0
Female,Graduate school,Married,150000.0,44.0,1,27270.0,0.0,0.1818,0.12033,0.1818,0.03513333333333332,0.0,1.2294752329573322,0.0,4,2,3,0,0,1.2395454545454545,4,1,150000.0,27270.0
Male,Graduate school,Married,150000.0,50.0,0,101639.0,3820.0,0.6775933333333334,0.6915411111111113,0.9058866666666666,0.012680000000000025,0.041669393721229575,0.12273237991993363,0.025466666666666665,0,0,0,6,0,1.0190701545063516,0,0,150000.0,101639.0
Male,Graduate school,Single,300000.0,32.0,0,30749.0,20000.0,0.10249666666666667,0.04970111111111111,0.16728333333333334,0.0895,0.3985254558134901,1.0531190002631705,0.06666666666666667,0,0,0,4,0,7.886381123364965,2,0,300000.0,30749.0
Female,High school,Single,420000.0,35.0,0,63715.0,3002.0,0.15170238095238095,0.12878849206349208,0.15170238095238095,0.04258571428571428,0.04826288966415331,0.03631611096817605,0.007147619047619048,0,0,0,6,0,1.3902768989068057,0,0,420000.0,63715.0
Male,Graduate school,Single,500000.0,34.0,0,324503.0,15633.0,0.649006,0.5403463333333333,0.649006,0.11381399999999997,0.04821101454996268,0.4260859021292998,0.031266,0,0,0,6,0,1.2126601294488706,0,0,500000.0,324503.0
Female,University,Single,150000.0,30.0,0,65591.0,0.0,0.43727333333333335,0.0728788888888889,0.43727333333333335,0.43727333333333335,0.0,0.0,0.0,0,0,0,2,0,10.0,6,0,150000.0,65591.0
Male,High school,Married,50000.0,54.0,0,34301.0,1700.0,0.68602,0.75318,0.80684,-0.12082000000000004,0.047954866008462625,0.043703235648827284,0.034,3,3,0,3,0,0.8502553170393139,3,1,50000.0,34301.0
Female,University,Single,110000.0,24.0,1,68068.0,3900.0,0.6188,0.4422878787878788,0.6388727272727273,0.33535454545454546,0.05549547498434743,0.528836758829181,0.035454545454545454,3,2,3,2,0,2.1831360851855415,1,0,110000.0,68068.0
Female,University,Married,150000.0,38.0,-2,1106.0,1208.0,0.007373333333333333,0.009045555555555555,0.01998,0.007373333333333333,0.5493406093678945,1.3419576201374108,0.008053333333333332,0,-2,0,0,0,10.0,2,0,150000.0,1106.0
Male,Graduate school,Single,80000.0,26.0,0,77397.0,3328.0,0.9674625,0.7942874999999999,0.9729875,0.4242,0.04275491720088902,0.033337394707806396,0.0416,0,0,0,6,0,1.7808379926830953,0,0,80000.0,77397.0
Female,High school,Married,150000.0,34.0,0,19130.0,1000.0,0.12753333333333333,0.052366666666666666,0.12753333333333333,0.12753333333333333,0.1,1.0170456525527094,0.006666666666666667,0,0,0,2,0,10.0,2,0,150000.0,19130.0
Female,University,Single,50000.0,39.0,0,20650.0,0.0,0.413,0.06883333333333333,0.413,0.413,0.0,0.8333333333333334,0.0,0,0,0,2,0,10.0,5,0,50000.0,20650.0
Male,University,Single,20000.0,33.0,0,36658.0,4000.0,1.8329,0.95325,1.8329,1.8329,0.2077598296369397,0.039248598277049455,0.2,0,0,0,6,1,10.0,3,0,20000.0,36658.0
Female,University,Single,80000.0,33.0,0,69937.0,3032.0,0.8742125,0.7175937499999999,0.8742125,0.30328749999999993,0.043439640104300986,0.04612220389177956,0.0379,0,0,0,6,0,1.5312212637386697,0,0,80000.0,69937.0
Male,Graduate school,Married,150000.0,41.0,2,113358.0,14779.0,0.75572,0.8341844444444444,0.8995,-0.14378000000000002,0.11847368632009299,0.04831832494533205,0.09852666666666667,4,2,3,2,0,0.8401556420233462,2,1,150000.0,113358.0
Female,High school,Married,240000.0,41.0,1,-2225.0,12.0,-0.009270833333333334,0.30911180555555556,0.8310166666666666,-0.7538791666666667,0.0014079549454417458,1.0639569956503203,5e-05,1,1,1,2,0,0.0,0,0,240000.0,-2225.0
Female,University,Married,100000.0,27.0,-2,390.0,4780.0,0.0039,0.003616666666666667,0.0178,0.0039,2.6853932584269664,0.8333333333333334,0.0478,0,-2,0,0,0,10.0,5,0,100000.0,390.0
Female,University,Married,130000.0,45.0,0,79277.0,3500.0,0.6098230769230769,0.4356615384615384,0.6098230769230769,0.31725384615384616,0.05488732416453652,0.043305481859970775,0.026923076923076925,0,0,0,6,0,2.084371877793553,0,0,130000.0,79277.0
Male,University,Married,20000.0,37.0,0,18419.0,1373.0,0.92095,0.6779833333333333,0.94645,0.92095,0.07338321753073222,0.03687866951870518,0.06865,0,0,0,6,0,10.0,2,0,20000.0,18419.0
Female,Graduate school,Single,340000.0,35.0,-1,317.0,3074.0,0.0009323529411764706,0.006274999999999999,0.009041176470588235,-0.004917647058823529,1.0,1.722300785421117,0.009041176470588235,0,-1,0,0,0,0.159376571141277,0,0,340000.0,317.0
Male,Graduate school,Married,430000.0,40.0,-1,6112.0,10590.0,0.014213953488372092,0.18365271317829457,0.9711348837209303,0.0031418604651162786,1.0039817974971559,2.3894874228639433,0.024627906976744187,0,-1,0,0,0,1.2837639151438773,0,0,430000.0,6112.0
Female,Graduate school,Married,110000.0,57.0,0,16090.0,2000.0,0.14627272727272728,0.16839242424242426,0.18480909090909092,-0.038536363636363646,0.1141422212076247,0.06942608761421483,0.01818181818181818,0,0,0,6,0,0.7914801515076983,0,0,110000.0,16090.0
Female,High school,Married,90000.0,49.0,0,10242.0,2006.0,0.1138,0.09282592592592591,0.12144444444444444,0.0901,0.18353156450137237,0.35558409906204425,0.02228888888888889,0,0,0,5,0,4.801687763713081,0,0,90000.0,10242.0
Female,Graduate school,Single,10000.0,26.0,0,9459.0,231.0,0.9459,0.623,0.9459,0.027100000000000013,1.0,1.0798694589194826,0.0231,0,0,0,4,0,1.029494993469743,0,0,10000.0,9459.0
Male,Graduate school,Single,100000.0,32.0,-1,4270.0,0.0,0.0427,0.007116666666666667,0.0427,0.0427,0.0,0.0,0.0,0,-1,0,0,0,10.0,6,0,100000.0,4270.0
Female,Graduate school,Married,390000.0,34.0,-2,7639.0,6083.0,0.019587179487179487,0.05187863247863248,0.12511538461538463,-0.10552820512820514,0.5593048915042295,1.0447003212001331,0.015597435897435898,0,0,0,1,0,0.15655292550466235,0,0,390000.0,7639.0
Female,University,Single,130000.0,43.0,-1,2048.0,2529.0,0.015753846153846153,0.039171794871794875,0.09176153846153846,-0.024630769230769234,1.0,1.4682999817433213,0.019453846153846155,0,0,0,1,0,0.3900952380952381,1,0,130000.0,2048.0
Female,University,Married,180000.0,37.0,0,78089.0,3333.0,0.43382777777777776,0.4288,0.4366,0.001772222222222175,0.04434598650860176,0.03970406988388411,0.018516666666666667,0,0,0,6,0,1.004101838755304,0,0,180000.0,78089.0
Male,University,Other,50000.0,51.0,0,79502.0,4000.0,1.59004,0.8786866666666667,1.59004,1.2302199999999999,0.061314897987338475,0.03196311967473747,0.08,0,0,0,6,1,4.418987271413484,0,0,50000.0,79502.0
Female,University,Married,80000.0,30.0,0,64596.0,4424.0,0.80745,0.6032645833333333,0.8108875,0.7637,0.06819688304481202,0.09741522490462658,0.0553,0,0,0,6,0,10.0,1,0,80000.0,64596.0
Female,High school,Single,30000.0,33.0,1,24457.0,1716.0,0.8152333333333334,0.8651722222222222,0.9264666666666667,-0.1112333333333333,0.06736280128758734,0.04912199839695224,0.0572,4,2,3,2,0,0.8799381161401741,1,1,30000.0,24457.0
Female,Graduate school,Single,150000.0,30.0,-1,7015.0,0.0,0.046766666666666665,0.04602777777777778,0.09055333333333333,-0.04378666666666667,0.0,1.2172490869564472,0.0,0,0,0,2,0,0.5164543915188102,2,0,150000.0,7015.0
Male,University,Single,230000.0,46.0,1,378.0,907.0,0.0016434782608695652,0.002911594202898551,0.006952173913043478,0.0016434782608695652,1.0,1.899803907349107,0.003943478260869565,1,1,1,0,0,10.0,1,0,230000.0,378.0
Female,University,Single,90000.0,23.0,2,82623.0,5900.0,0.9180333333333334,0.936785185185185,0.9624555555555555,-0.03462222222222222,0.06811281329007977,0.03173872716839196,0.06555555555555556,6,3,6,0,0,0.9636571455230408,2,1,90000.0,82623.0
Female,University,Other,80000.0,30.0,0,11976.0,1185.0,0.1497,0.13784375000000001,0.1497,0.0209125,0.11838161838161838,0.13731598989698146,0.0148125,0,0,0,6,0,1.1623798893526158,0,0,80000.0,11976.0
Male,Graduate school,Single,700000.0,35.0,-1,8277.0,17599.0,0.011824285714285714,0.08908309523809525,0.1859,-0.04747428571428572,0.9626408489224374,1.2523007737856304,0.02514142857142857,0,0,0,4,0,0.19940253920836445,0,0,700000.0,8277.0
